"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed","min_imp_zhang","min_imp_lift"
"3256","Exhaust","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=Re-Import,USER_CUSTOMISED=N}=>{FAULT_TYPE=Exhaust}",1.375828e-05,0.004183166,27.34559,16642,0.001210475,0.2893681,337,"Opal","InWarranty","Re-Import","*","N","*","*",FALSE,80561,0.004183166,3,148050.5,165390.5,156720.5,0.150783493,5.5478647598408e-08,27.7428643996197,5.36553656852647e-08,93.2137523641196,0.966610165663865,201,4,-3.0112512816615e-09,-8.30210667784598e-10,0.199844899100796,0.289368148431117,0.207200724098604,0.597660480124384,2580,1,";10;11;12;14;1",0,0,FALSE,0,0
"3266","Exhaust","{AGE=InWarranty,USER_CUSTOMISED=N,COUNTRY=Germany}=>{FAULT_TYPE=Exhaust}",4.939915e-06,0.002241986,14.65599,5621,0.0005589331,0.2493026,121,"*","InWarranty","*","*","N","Germany","*",FALSE,53970,0.002241986,4,135046,162250,148648,0.150783493,1.03303626323669e-08,14.868908760457,9.65687698383409e-09,39.5665464495194,0.933826056264829,202,3,-4.81595362477026e-08,-4.48286993692152e-08,-53.4473610154994,0.249302627224256,0.132095190787443,0.249302627224256,2621,1,";11;14;15;1",0,0,FALSE,0,0
"3270","Exhaust","{AGE=InWarranty,DEALERSHIP=Re-Import,USER_CUSTOMISED=N}=>{FAULT_TYPE=Exhaust}",1.465644e-05,0.002972691,19.43265,5638,0.001289638,0.4338284,359,"*","InWarranty","Re-Import","*","N","*","*",FALSE,120766,0.002972691,4,141818,165158,153488,0.150783493,4.13591180618951e-08,19.7149630961262,3.94558033734456e-08,79.8676600271182,0.953240014779999,206,3,-1.71307808181744e-08,-1.50297729796037e-08,-13.1462474379006,0.433828473931532,0.566249827071674,0.433828473931532,2628,1,";11;12;14;1",0,0,FALSE,0,0
"3466","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=Suburban}=>{FAULT_TYPE=Gearbox}",8.940838e-06,0.01718051,19.71079,58754,0.0024142,0.1405197,219,"Eleganz","InWarranty","*","Other","N","Spain","Suburban",FALSE,12747,0.01718051,1,141891.5,165271.5,153581.5,0.852589609,1.45985291092828e-07,20.1509727759302,1.38812934890132e-07,63.1611554032236,0.94976063711925,220,6,-1.66515557983895e-06,-1.56910868253626e-06,-157.028362126566,0.28090260417182,0.190633099809328,0.853357205344894,3355,1,";10;11;13;14;15;16;1",0,0,FALSE,0,0
"3470","Gearbox","{AGE=InWarranty,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,COUNTRY=Spain,GEO_TYPE=Suburban}=>{FAULT_TYPE=Gearbox}",6.736248e-06,0.01599302,18.34841,39753,0.001274152,0.07966923,165,"*","InWarranty","VWFranchise","Other","*","Spain","Suburban",FALSE,10317,0.01599302,2,140325,164937,152631,0.852589609,1.01989693940513e-07,18.7581690313563,9.65932923920531e-08,52.69023492232,0.94589778428113,221,5,-1.70915117699127e-06,-1.61132832503434e-06,-167.49928260747,0.22750925091071,0.0945147133532456,0.842468902058523,3359,1,";11;12;13;15;16;1",0,0,FALSE,0,0
"3486","Gearbox","{AGE=InWarranty,MODEL=Eleganz,DEALERSHIP=DodgyDealer,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Holland}=>{FAULT_TYPE=Gearbox}",5.103218e-06,0.01552602,17.81264,58756,0.0009118033,0.05872743,125,"Eleganz","InWarranty","DodgyDealer","Other","N","Holland","*",FALSE,8051,0.01552602,1,139655.5,164530.5,152093,0.852589609,7.48817140930982e-08,18.2104260198649,7.07929554983569e-08,45.1098900183283,0.944170412707581,227,6,-1.73625915683868e-06,-1.63712866192803e-06,-175.079627511462,0.204273857691797,0.0567145748468243,0.837730596765945,3402,1,";10;11;12;13;14;15;1",0,0,FALSE,0,0
"3489","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Holland,GEO_TYPE=Suburban}=>{FAULT_TYPE=Gearbox}",9.226619e-06,0.01572612,18.0422,58760,0.001111897,0.07070384,226,"Eleganz","InWarranty","*","Other","N","Holland","Suburban",FALSE,14371,0.01572612,1,140037.5,165243.5,152640.5,0.852589609,1.37232398102678e-07,18.4451227577652,1.29868592000349e-07,61.0903704449403,0.945128893078532,228,6,-1.6739084728291e-06,-1.57805302542604e-06,-159.09914708485,0.21439872009116,0.0729111652432588,0.839795321414309,3406,1,";10;11;13;14;15;16;1",0,0,FALSE,0,0
"3507","Gearbox","{AGE=InWarranty,CUSTOMER_TYPE=Other,COUNTRY=Germany}=>{FAULT_TYPE=Gearbox}",1.951471e-05,0.01545675,17.73316,8130,0.003102292,0.2007079,478,"*","InWarranty","*","Other","*","Germany","*",FALSE,30925,0.01545675,4,139922,165542,152732,0.852589609,2.84995954823852e-07,18.129179427989,2.69616017332048e-07,87.9927005955008,0.944801322743611,234,3,-1.52614491610793e-06,-1.43830560009434e-06,-132.196816934289,0.200707781390008,0.05110768920584,0.837003380400149,3428,1,";11;13;15;1",0,0,FALSE,0,0
"3516","Gearbox","{CUSTOMER_TYPE=Other,COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=Gearbox}",4.082575e-06,0.003169472,3.636259,8148,0.0003593766,0.1133869,100,"*","*","*","Other","*","Spain","VeryRural",FALSE,31551,0.003169472,4,91402,155968,123685,0.852589609,9.45884612743682e-09,3.71746496384992,6.92332967895678e-09,14.1002155542781,0.725927179378841,241,3,-1.44338085167737e-06,-1.46270410878275e-06,-152.145873011243,0.205104825030794,0.058027542612342,0.205104825030794,3440,1,";13;15;16;1",0,0,FALSE,0,0
"3517","Gearbox","{CUSTOMER_TYPE=Other,COUNTRY=Switzerland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=Gearbox}",4.205052e-06,0.003582609,4.110242,8151,0.0007725136,0.2156288,103,"*","*","*","Other","*","Switzerland","VeryRural",FALSE,28750,0.003582609,4,95401,157410,126405.5,0.852589609,1.14798735001633e-08,4.20203221125581,8.75817250292463e-09,15.8598784689039,0.757594525071504,242,3,-1.44135982430465e-06,-1.46086926595879e-06,-150.386210096617,0.296770035468565,0.222009974030646,0.296770035468565,3442,1,";13;15;16;1",0,0,FALSE,0,0
"3532","Gearbox","{CUSTOMER_TYPE=Other,COUNTRY=Germany}=>{FAULT_TYPE=Gearbox}",0.0001054529,0.003501404,4.017078,2001,0.0009820068,0.2804608,2583,"*","*","*","Other","*","Germany","*",FALSE,737704,0.003501404,5,95329,165531,130430,0.852589609,2.79325159092684e-07,4.10678709081006,2.17871348485904e-07,77.9485059105554,0.77438523668795,251,2,-1.17351453871213e-06,-1.25175608997581e-06,-88.2975826549656,0.280460638075469,0.18977806707648,0.280460638075469,3469,1,";13;15;1",0,0,FALSE,0,0
"3538","Gearbox","{CUSTOMER_TYPE=Other,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Gearbox}",0.000192126,0.003197161,3.668026,2013,0.0006777631,0.2119891,4706,"*","*","*","Other","*","*","NormalUrban",FALSE,1471931,0.003197161,5,92313,165610,128961.5,0.852589609,4.50453123067266e-07,3.74994131555267,3.51449943263909e-07,97.4590976601048,0.773878249327754,257,2,-1.00238657473754e-06,-1.1181774951978e-06,-68.7869909054162,0.211989011501141,0.0690178667506822,0.211989011501141,3475,1,";13;16;1",0,0,FALSE,0,0
"3625","Gearbox","{MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=NormalRural}=>{FAULT_TYPE=Gearbox}",9.063316e-06,0.00315332,3.617728,39832,5.887267e-07,0.0001867006,222,"Eleganz","*","*","Other","N","Spain","NormalRural",FALSE,70402,0.00315332,2,91382.5,160656.5,126019.5,0.852589609,2.08522465644366e-08,3.69852032761521,1.52581065056633e-08,20.915749242475,0.725669182730603,271,5,-1.43198745124037e-06,-1.45436933195605e-06,-145.330339323046,0.201033196757703,0.0516164871216247,0.201033196757703,3618,1,";10;13;14;15;16;1",0,0,FALSE,0,0
"3641","Gearbox","{AGE=InWarranty,CUSTOMER_TYPE=Other,COUNTRY=Belgium,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Gearbox}",8.124324e-06,0.01677767,19.24863,21033,0.002245912,0.1338631,199,"*","InWarranty","*","Other","*","Belgium","NormalUrban",FALSE,11861,0.01677767,3,141407,165201,153304,0.852589609,1.29380512822531e-07,19.6784828514137,1.22865246925449e-07,59.4233983713147,0.948507542417902,281,4,-1.68176035810925e-06,-1.58505637050094e-06,-160.766119158475,0.263636726673013,0.1580262308673,0.84983624066989,3643,1,";11;13;15;16;1",0,0,FALSE,0,0
"3643","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=Gearbox}",1.804498e-05,0.01601159,18.36972,39767,0.001996846,0.1247125,442,"Eleganz","InWarranty","*","Other","N","Belgium","*",FALSE,27605,0.01601159,2,140633.5,165523.5,153078.5,0.852589609,2.73543858875587e-07,18.7799497331195,2.59270280417556e-07,86.2938089099959,0.946629431223349,283,5,-1.53759701205619e-06,-1.44865133700883e-06,-133.895708619794,0.228405174002082,0.0960178152206208,0.842651604244176,3645,1,";10;11;13;14;15;1",0,0,FALSE,0,0
"3645","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Gearbox}",3.682482e-05,0.01548578,17.76646,39790,0.0009540136,0.0616058,902,"Eleganz","InWarranty","*","Other","N","*","NormalUrban",FALSE,58247,0.01548578,2,140067.5,165646.5,152857,0.852589609,5.38864602174305e-07,18.1632286348918,5.104106348226e-07,121.001569343597,0.945963654823476,285,5,-1.27227626875747e-06,-1.19751098260379e-06,-99.187948186193,0.20220615299972,0.0534574494217743,0.837308937618899,3648,1,";10;11;13;14;16;1",0,0,FALSE,0,0
"3744","SparkPlugs","{AGE=InWarranty,USER_CUSTOMISED=N,COUNTRY=France}=>{FAULT_TYPE=SparkPlugs}",6.532119e-06,0.002776814,9.778067,7220,0.0002693344,0.09699404,160,"*","InWarranty","*","*","N","France","*",FALSE,57620,0.002776814,4,123823,161448,142635.5,0.277887269,1.6323286779173e-08,9.99259163614293,1.47243883182041e-08,35.9887013292817,0.899847078532533,295,3,-1.07809192111117e-07,-9.66759318232149e-08,-61.5292261752322,0.236706167571901,0.110111800033062,0.236706167571901,4732,1,";11;14;15;1",0,0,FALSE,0,0
"3749","SparkPlugs","{AGE=InWarranty,USER_CUSTOMISED=N,GEO_TYPE=Suburban}=>{FAULT_TYPE=SparkPlugs}",2.731242e-05,0.002699758,9.506729,7331,0.0001922786,0.0712207,669,"*","InWarranty","*","*","N","*","Suburban",FALSE,247800,0.002699758,4,123110,164952,144031,0.277887269,6.6147150590779e-08,9.71529933600521,5.99450491723929e-08,72.3315272580635,0.903956326222296,296,3,-5.7985328299511e-08,-5.14552709690261e-08,-25.1864002464504,0.214920374344663,0.0737564752387658,0.214920374344663,4758,1,";11;14;16;1",0,0,FALSE,0,0
"3790","TurboCharger","{CUSTOMER_TYPE=Corporate,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",2.85372e-05,0.002010111,1.399158,2193,0.0001991614,0.09907979,699,"*","*","*","Corporate","*","Belgium","*",FALSE,347742,0.002010111,5,50278,159822,105050,1.405209514,1.72621946862792e-08,1.43047067357103,5.26951169341692e-09,9.52243542825717,0.289392674670009,297,2,0,0,0,0,0,0,5417,1,";13;15;1",0,0,FALSE,0,0
"3793","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",0.0004120951,0.00175967,1.224836,2265,0.0004109343,0.2335292,10094,"Lamura","*","*","*","N","*","*",FALSE,5736303,0.00175967,5,44234.5,165149.5,104692,1.405209514,1.46071429424219e-07,1.25224742820806,3.84220196983199e-08,22.6630669352629,0.239698690657232,300,2,0,0,0,0,0,0,5423,1,";10;14;1",0,0,FALSE,0,0
"3796","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",0.0007560928,0.002420102,1.684536,2266,0.001071367,0.4426948,18520,"Opal","*","*","*","N","*","*",FALSE,7652570,0.002420102,5,59691.5,165681.5,112686.5,1.405209514,7.67352901438701e-07,1.72223570641154,4.68014676665874e-07,74.947733483761,0.591008750950266,303,2,0,0,0,0,0,0,5427,1,";10;14;1",0,0,FALSE,0,0
"3801","TurboCharger","{DEALERSHIP=Re-Import,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",4.801108e-05,0.002515497,1.750937,2196,0.0006139731,0.2440762,1176,"*","*","Re-Import","*","*","Belgium","*",FALSE,467502,0.002515497,5,61539,163495,112517,1.405209514,5.33061013133449e-08,1.79012238028442,2.39859882335669e-08,20.2657178881948,0.437221999571135,308,2,-1.21092456241634e-07,-3.18520007411963e-08,-7.9224429111477,0.244076220325447,0.122884755148266,0.244076220325447,5441,1,";12;15;1",0,0,FALSE,0,0
"3802","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",6.140192e-05,0.002375623,1.653576,9045,0.0005646738,0.237695,1504,"Lamura","*","*","*","N","Belgium","*",FALSE,633097,0.002375623,4,58795.5,163698.5,111247,1.405209514,5.95852512342931e-08,1.69058277526009,2.49856534099653e-08,20.6123145996342,0.405737025166549,309,3,-8.64861781899259e-08,-1.34363662883546e-08,-2.0507523356287,0.259280618178894,0.150038974823501,0.259280618178894,5442,1,";10;14;15;1",0,0,FALSE,0,0
"3804","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",0.0001497897,0.002790248,1.942179,2198,0.0005650224,0.202499,3669,"*","*","VWDealer","*","*","Belgium","*",FALSE,1314937,0.002790248,5,66242,165414,115828,1.405209514,2.07464499306394e-07,1.98564553698289,1.08824392391168e-07,42.3983665713487,0.512634431683884,311,2,-6.33395780347726e-07,-4.65867997532152e-07,-31.1467405219438,0.202499204371798,0.0539172665416114,0.202499204371798,5444,1,";12;15;1",0,0,FALSE,0,0
"3856","TurboCharger","{COUNTRY=France,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",4.490832e-06,0.003227794,2.246738,2078,0.0001864445,0.0577622,110,"*","*","*","*","*","France","SuperRural",FALSE,34079,0.003227794,5,72312,154881,113596.5,1.405209514,8.18492073243235e-09,2.29701974534169,4.62808119744019e-09,8.9818521454877,0.555683408330158,325,2,0,0,0,0,0,0,5869,1,";15;16;1",0,0,FALSE,0,0
"3857","TurboCharger","{COUNTRY=Holland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.371745e-05,0.003622329,2.521358,2081,0.0005809793,0.1603883,336,"*","*","*","*","*","Holland","SuperRural",FALSE,92758,0.003622329,5,77518,162038,119778,1.405209514,3.04132256932307e-08,2.5777857066231,1.86857900958993e-08,18.0260096054665,0.605681986236927,326,2,0,0,0,0,0,0,5870,1,";15;16;1",0,0,FALSE,0,0
"3858","TurboCharger","{COUNTRY=Austria,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.922893e-05,0.003621768,2.520967,2084,0.0005804178,0.1602582,471,"*","*","*","*","*","Austria","SuperRural",FALSE,130047,0.003621768,5,77626,162987,120306.5,1.405209514,4.26220479682e-08,2.57738647789998,2.62243534607252e-08,21.3385141542015,0.60654714552991,327,2,0,0,0,0,0,0,5872,1,";15;16;1",0,0,FALSE,0,0
"3860","TurboCharger","{USER_CUSTOMISED=N,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",9.8635e-05,0.003050659,2.123441,2091,9.309394e-06,0.003051601,2416,"*","*","*","*","N","*","SuperRural",FALSE,791960,0.003050659,5,70576,165242,117909,1.405209514,1.6229891005161e-07,2.17096380974261,9.04649340395071e-08,39.0904787185493,0.54674387494843,329,2,0,0,0,0,0,0,5877,1,";14;16;1",0,0,FALSE,0,0
"3861","TurboCharger","{COUNTRY=France,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",8.042672e-06,0.002666558,1.856084,2094,0.0003145116,0.1179466,197,"*","*","*","*","*","France","VeryRural",FALSE,73878,0.002666558,5,63574,156528,110051,1.405209514,1.01446121505946e-08,1.89762307572876,4.81317120615374e-09,9.15224139580191,0.462626705149485,330,2,0,0,0,0,0,0,5878,1,";15;16;1",0,0,FALSE,0,0
"3862","TurboCharger","{DEALERSHIP=Re-Import,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",3.433445e-05,0.002553561,1.777431,2103,0.0002015142,0.07891497,841,"*","*","Re-Import","*","*","*","VeryRural",FALSE,329344,0.002553561,5,62039,162725,112382,1.405209514,3.94280166784927e-08,1.81721015589423,1.79726689947712e-08,17.5927821887412,0.443351549281018,331,2,-1.34970540876486e-07,-3.7865319979992e-08,-10.5953786106013,0.255344203643461,0.142902383998535,0.255344203643461,5884,1,";12;16;1",0,0,FALSE,0,0
"3869","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Germany}=>{FAULT_TYPE=TurboCharger}",0.0001163534,0.003050321,2.123206,2116,0.0006866307,0.2251011,2850,"*","*","*","Private","*","Germany","*",FALSE,934328,0.003050321,5,70570,165372,117971,1.405209514,1.91414314775152e-07,2.17072327621602,1.07328336152429e-07,42.4502085089702,0.549993400170634,338,2,-9.90214805572938e-07,-8.94169256119801e-07,-49.0042174462131,0.225101227051186,0.0904911590577344,0.225101227051186,5894,1,";13;15;1",0,0,FALSE,0,0
"3870","TurboCharger","{CUSTOMER_TYPE=Corporate,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.612617e-05,0.001813699,1.262443,2128,0.0001624235,0.08955372,395,"*","*","*","Corporate","*","*","NormalRural",FALSE,217787,0.001813699,5,45258,152932,99095,1.405209514,6.58737089444862e-09,1.29069649894215,1.49694750648353e-09,5.08899085342641,0.20974991587447,339,2,0,0,0,0,0,0,5900,1,";13;16;1",0,0,FALSE,0,0
"3882","TurboCharger","{CUSTOMER_TYPE=Corporate,COUNTRY=Holland}=>{FAULT_TYPE=TurboCharger}",2.31482e-05,0.001647973,1.147088,2183,1.63548e-05,0.009924192,567,"*","*","*","Corporate","*","Holland","*",FALSE,344059,0.001647973,5,40846,151371,96108.5,1.405209514,5.6195377266252e-09,1.17275963732195,8.39609490325498e-10,3.8013218130527,0.130054100560912,351,2,0,0,0,0,0,0,5919,1,";13;15;1",0,0,FALSE,0,0
"3931","TurboCharger","{DEALERSHIP=Re-Import}=>{FAULT_TYPE=TurboCharger}",0.0003513872,0.001901524,1.323575,262,Inf,Inf,8607,"*","*","Re-Import","*","*","*","*",FALSE,4526369,0.001901524,6,47854,165307,106580.5,1.405209514,1.74398557554979e-07,1.35319607578461,5.58379889747632e-08,28.1881607993425,0.299887140813879,368,1,0,0,0,0,0,0,6141,1,";12;1",0,0,FALSE,0,0
"3932","TurboCharger","{DEALERSHIP=VWDealer}=>{FAULT_TYPE=TurboCharger}",0.00102542,0.002225225,1.54889,264,Inf,Inf,25117,"*","*","VWDealer","*","*","*","*",FALSE,11287398,0.002225225,6,55608,165695,110651.5,1.405209514,8.4086027965412e-07,1.58355389557945,5.7469238992332e-07,73.5451070932925,0.657246098977053,369,1,0,0,0,0,0,0,6143,1,";12;1",0,0,FALSE,0,0
"3961","TurboCharger","{DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",5.674779e-06,0.003902193,2.71616,8573,0.0001409889,0.0361307,139,"*","*","VWFranchise","Private","*","*","SuperRural",FALSE,35621,0.003902193,4,80547,158754,119650.5,1.405209514,1.41698294496996e-08,2.77694746663948,9.08037147569401e-09,12.5806631741374,0.632753311750491,387,3,-1.16745929089839e-06,-9.92417220796536e-07,-78.8737627810459,0.394266249772884,0.450890371025534,0.394266249772884,6451,1,";12;13;16;1",0,0,FALSE,0,0
"3969","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",2.963949e-05,0.003451309,2.402317,22147,0.0005216181,0.1511363,726,"Opal","*","*","*","N","Spain","VeryRural",FALSE,210355,0.003451309,3,75677.5,163736.5,119707,1.405209514,6.06453452543021e-08,2.45608143526987,3.62648805060895e-08,25.0517446974981,0.588791750086243,393,4,-7.06707556184399e-07,-4.31749796159784e-07,-49.8959887862629,0.298787213778888,0.226100672698919,0.298787213778888,6473,1,";10;14;15;16;1",0,0,FALSE,0,0
"3970","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",3.053766e-05,0.003273867,2.278807,8606,0.0003441764,0.1051284,748,"*","*","VWDealer","*","*","Spain","VeryRural",FALSE,228476,0.003273867,4,73350,163635,118492.5,1.405209514,5.70644269639228e-08,2.32980702691143,3.28779031940419e-08,23.8443127554242,0.566457710389737,394,3,-7.83795852690197e-07,-5.41814486729278e-07,-49.7007943378683,0.320306842031152,0.27125214664101,0.320306842031152,6474,1,";12;15;16;1",0,0,FALSE,0,0
"3971","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",3.608996e-05,0.003323383,2.313274,8607,0.0003936928,0.1184615,884,"*","*","*","Private","*","Spain","VeryRural",FALSE,265994,0.003323383,4,74165,164048,119106.5,1.405209514,6.92268043828006e-08,2.36504447691919,4.0394637498451e-08,26.4094048979924,0.573944902169276,395,3,-1.11240231596529e-06,-9.61102954773779e-07,-65.0450210571909,0.288769907049534,0.206014770138215,0.288769907049534,6475,1,";13;15;16;1",0,0,FALSE,0,0
"3976","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Belgium,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",1.249268e-05,0.004533871,3.155845,22174,0.0006754626,0.1489814,306,"Opal","*","*","*","N","Belgium","VeryRural",FALSE,67492,0.004533871,3,86636.5,162703.5,124670,1.405209514,3.90853667729225e-08,3.22647331577916,2.70459284939498e-08,21.6979915702621,0.685015201506702,400,4,-7.28267534665779e-07,-4.40968748171924e-07,-53.2497419134989,0.46621727878892,0.673421499793301,0.46621727878892,6484,1,";10;14;15;16;1",0,0,FALSE,0,0
"3977","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Belgium,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",1.22069e-05,0.004325247,3.010631,8618,0.0004668389,0.1079335,299,"*","*","VWDealer","*","*","Belgium","VeryRural",FALSE,69129,0.004325247,4,84893,162498,123695.5,1.405209514,3.56446055878534e-08,3.07800862213633,2.41322979920242e-08,20.4952573160524,0.669733857095501,401,3,-8.05215674066267e-07,-5.50560091931296e-07,-53.0498497772401,0.354892795717794,0.35013018837889,0.485526491319455,6485,1,";12;15;16;1",0,0,FALSE,0,0
"3978","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Belgium,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",1.461562e-05,0.004456838,3.102226,8619,0.0005984303,0.1342724,358,"*","*","*","Private","*","Belgium","VeryRural",FALSE,80326,0.004456838,4,86042,163086,124564,1.405209514,4.46014423325513e-08,3.17165373248391,3.06393923228432e-08,23.0884374295124,0.679880439359921,402,3,-1.13702767801554e-06,-9.70858199949387e-07,-68.3659885256709,0.469648661225739,0.685542549899684,0.469648661225739,6486,1,";13;15;16;1",0,0,FALSE,0,0
"3980","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Switzerland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",2.147434e-05,0.002866313,1.995126,8623,0.0002539944,0.08861363,526,"*","*","VWDealer","*","*","Switzerland","VeryRural",FALSE,183511,0.002866313,4,67005,162127,114566,1.405209514,3.13762330335492e-08,2.03977625503039,1.61147718807536e-08,16.7088607252604,0.502543465467955,404,3,-8.09484046620571e-07,-5.58577618042566e-07,-56.8362463680321,0.22366294260257,0.0881003272872829,0.22366294260257,6488,1,";12;15;16;1",0,0,FALSE,0,0
"3991","TurboCharger","{CUSTOMER_TYPE=Corporate,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",1.608534e-05,0.001814589,1.263063,8666,3.502709e-05,0.01930304,394,"*","*","*","Corporate","*","Germany","NormalUrban",FALSE,217129,0.001814589,4,45280,152929,99104.5,1.405209514,6.58500822133524e-09,1.29132985645299,1.49889450280932e-09,5.09236827284978,0.210136556205558,414,3,0,0,0,0,0,0,6507,1,";13;15;16;1",0,0,FALSE,0,0
"3992","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",7.53235e-05,0.002902984,2.02065,8675,0.0002473599,0.08520886,1845,"*","*","VWDealer","*","*","Germany","NormalUrban",FALSE,635553,0.002902984,4,68164,164853,116508.5,1.405209514,1.12817616496221e-07,2.06587271939008,5.97580121418003e-08,31.8755088187753,0.518565025623308,415,3,-7.28042663157899e-07,-5.1493437778152e-07,-41.6695982745172,0.23346976765976,0.104580009409211,0.23346976765976,6514,1,";12;15;16;1",0,0,FALSE,0,0
"4005","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,COUNTRY=Holland,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",6.491294e-06,0.00240203,1.671957,22411,0.0004174179,0.1737771,159,"Lamura","*","*","*","N","Holland","NormalRural",FALSE,66194,0.00240203,3,58625.5,152788.5,105707,1.405209514,6.47065483984888e-09,1.70937499075316,2.69253838700725e-09,6.84638123417418,0.402987526820556,426,4,-1.3960077458437e-07,-3.57294813113127e-08,-15.8166857010887,0.267423804032422,0.165045766392771,0.267423804032422,6538,1,";10;14;15;16;1",0,0,FALSE,0,0
"4011","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Belgium,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.167616e-05,0.003161374,2.200505,22426,0.000255462,0.08080729,286,"Opal","*","*","*","N","Belgium","NormalRural",FALSE,90467,0.003161374,3,71447.5,160599.5,116023.5,1.405209514,2.05052575248538e-08,2.24975277245383,1.14330391015146e-08,14.1008436119329,0.547581375659042,431,4,-7.46847643913847e-07,-4.56581637564359e-07,-60.8468898718281,0.234477793516364,0.106297867867778,0.234477793516364,6547,1,";10;14;15;16;1",0,0,FALSE,0,0
