"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed","min_imp_zhang","min_imp_lift","QUALITY_COMBI","ROW_NAME"
"3978","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Belgium,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",1.461562e-05,0.004456838,3.102226,8619,0.0005984303,0.1342724,358,"*","*","*","Private","*","Belgium","VeryRural",FALSE,80326,0.004456838,4,86042,163086,124564,1.405209514,4.46014423325513e-08,3.17165373248391,3.06393923228432e-08,23.0884374295124,0.679880439359921,519,3,-1.13702767801554e-06,-9.70858199949387e-07,-68.3659885256709,0.469648661225739,0.685542549899684,0.469648661225739,6486,1,";13;15;16;1",0,0,FALSE,0,0,0.424362786098166,"3978"
"3977","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Belgium,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",1.22069e-05,0.004325247,3.010631,8618,0.0004668389,0.1079335,299,"*","*","VWDealer","*","*","Belgium","VeryRural",FALSE,69129,0.004325247,4,84893,162498,123695.5,1.405209514,3.56446055878534e-08,3.07800862213633,2.41322979920242e-08,20.4952573160524,0.669733857095501,518,3,-8.05215674066267e-07,-5.50560091931296e-07,-53.0498497772401,0.354892795717794,0.35013018837889,0.485526491319455,6485,1,";12;15;16;1",0,0,FALSE,0,0,0.421528026672294,"3977"
"3932","TurboCharger","{DEALERSHIP=VWDealer}=>{FAULT_TYPE=TurboCharger}",0.00102542,0.002225225,1.54889,264,Inf,Inf,25117,"*","*","VWDealer","*","*","*","*",FALSE,11287398,0.002225225,6,55608,165695,110651.5,1.405209514,8.4086027965412e-07,1.58355389557945,5.7469238992332e-07,73.5451070932925,0.657246098977053,486,1,0,0,0,0,0,0,6143,1,";12;1",0,0,FALSE,0,0,0.414580901039408,"3932"
"3961","TurboCharger","{DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",5.674779e-06,0.003902193,2.71616,8573,0.0001409889,0.0361307,139,"*","*","VWFranchise","Private","*","*","SuperRural",FALSE,35621,0.003902193,4,80547,158754,119650.5,1.405209514,1.41698294496996e-08,2.77694746663948,9.08037147569401e-09,12.5806631741374,0.632753311750491,504,3,-1.16745929089839e-06,-9.92417220796536e-07,-78.8737627810459,0.394266249772884,0.450890371025534,0.394266249772884,6451,1,";12;13;16;1",0,0,FALSE,0,0,0.408553892451536,"3961"
"3858","TurboCharger","{COUNTRY=Austria,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.922893e-05,0.003621768,2.520967,2084,0.0005804178,0.1602582,471,"*","*","*","*","*","Austria","SuperRural",FALSE,130047,0.003621768,5,77626,162987,120306.5,1.405209514,4.26220479682e-08,2.57738647789998,2.62243534607252e-08,21.3385141542015,0.60654714552991,443,2,0,0,0,0,0,0,5872,1,";15;16;1",0,0,FALSE,0,0,0.404081849084124,"3858"
"3857","TurboCharger","{COUNTRY=Holland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.371745e-05,0.003622329,2.521358,2081,0.0005809793,0.1603883,336,"*","*","*","*","*","Holland","SuperRural",FALSE,92758,0.003622329,5,77518,162038,119778,1.405209514,3.04132256932307e-08,2.5777857066231,1.86857900958993e-08,18.0260096054665,0.605681986236927,442,2,0,0,0,0,0,0,5870,1,";15;16;1",0,0,FALSE,0,0,0.403861162707244,"3857"
"4244","WheelAlignment","{DEALERSHIP=VWDealer,COUNTRY=Spain}=>{FAULT_TYPE=WheelAlignment}",6.04221e-06,0.0001052888,2.423855,967,1.704883e-05,0.1619244,148,"*","*","VWDealer","*","*","Spain","*",FALSE,1405658,0.0001052888,5,76488,136164,106326,0.042487722,3.7945730150238e-10,2.47809943776228,2.40112401788971e-10,11.4231120228653,0.623197205190312,628,2,0,0,0,0,0,0,7214,1,";12;15;1",0,0,FALSE,0,0,0.403517221992596,"4244"
"4245","WheelAlignment","{DEALERSHIP=VWDealer,COUNTRY=Austria}=>{FAULT_TYPE=WheelAlignment}",5.348173e-06,0.0001035815,2.384551,992,1.534153e-05,0.1481107,131,"*","*","VWDealer","*","*","Austria","*",FALSE,1264705,0.0001035815,5,75730,133191,104460.5,0.042487722,3.26740093967594e-10,2.43791606431618,2.03207944869825e-10,10.5406915077597,0.612245336766266,629,2,0,0,0,0,0,0,7226,1,";12;15;1",0,0,FALSE,0,0,0.400700123850917,"4245"
"4046","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Belgium,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",4.89909e-05,0.003316484,2.308471,9034,0.0003759145,0.1133473,1200,"*","*","*","Private","*","Belgium","NormalUrban",FALSE,361829,0.003316484,4,74305,164576,119440.5,1.405209514,9.36350572161774e-08,2.36013488875368,5.47705191942511e-08,30.6908954312659,0.575311352715038,576,3,-1.08799406313191e-06,-9.46727073077979e-07,-60.7635305239174,0.287290395491129,0.203096028633193,0.287290395491129,6633,1,";13;15;16;1",0,0,FALSE,0,0,0.395533276954998,"4046"
"3971","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",3.608996e-05,0.003323383,2.313274,8607,0.0003936928,0.1184615,884,"*","*","*","Private","*","Spain","VeryRural",FALSE,265994,0.003323383,4,74165,164048,119106.5,1.405209514,6.92268043828006e-08,2.36504447691919,4.0394637498451e-08,26.4094048979924,0.573944902169276,512,3,-1.11240231596529e-06,-9.61102954773779e-07,-65.0450210571909,0.288769907049534,0.206014770138215,0.288769907049534,6475,1,";13;15;16;1",0,0,FALSE,0,0,0.395195449802487,"3971"
"4030","TurboCharger","{MODEL=Ultima,CUSTOMER_TYPE=Private,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",5.025649e-05,0.003270257,2.276295,8930,7.193899e-05,0.02199796,1231,"Ultima","*","*","Private","*","*","NormalUrban",FALSE,376423,0.003270257,4,73677,164579,119128,1.405209514,9.37307403296841e-08,2.32723801498543,5.42895218971591e-08,30.5465931696209,0.569440605810536,562,3,-1.08789838001841e-06,-9.47208070375071e-07,-60.9078327855624,0.277215827379928,0.183538895200429,0.277215827379928,6597,1,";10;13;16;1",0,0,FALSE,0,0,0.393946476098591,"4030"
"3970","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",3.053766e-05,0.003273867,2.278807,8606,0.0003441764,0.1051284,748,"*","*","VWDealer","*","*","Spain","VeryRural",FALSE,228476,0.003273867,4,73350,163635,118492.5,1.405209514,5.70644269639228e-08,2.32980702691143,3.28779031940419e-08,23.8443127554242,0.566457710389737,511,3,-7.83795852690197e-07,-5.41814486729278e-07,-49.7007943378683,0.320306842031152,0.27125214664101,0.320306842031152,6474,1,";12;15;16;1",0,0,FALSE,0,0,0.393188584078079,"3970"
"4027","TurboCharger","{MODEL=Ultima,COUNTRY=Belgium,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",1.383993e-05,0.003261748,2.270372,8880,6.342992e-05,0.0194466,339,"Ultima","*","*","*","*","Belgium","NormalUrban",FALSE,103932,0.003261748,4,72919,161494,117206.5,1.405209514,2.5694362688546e-08,2.32118269019918,1.46871661515277e-08,15.977668639405,0.561927853571683,559,3,0,0,0,0,0,0,6589,1,";10;15;16;1",0,0,FALSE,0,0,0.392006233634629,"4027"
"1591","SparkPlugs","{DEALERSHIP=VWFranchise,COUNTRY=Germany}=>{FAULT_TYPE=SparkPlugs}",1.090047e-05,0.0006522711,2.296859,1797,0.0001802274,0.2763075,267,"*","*","VWFranchise","*","*","Germany","*",FALSE,409339,0.0006522711,5,74067,148148,111107.5,0.277887269,4.08095971830057e-09,2.34725074792829,2.38215763867135e-09,14.3709233060163,0.574218995736028,115,2,-1.45702856297238e-08,-7.24934503832113e-09,-11.6365203966581,0.276307504655656,0.181802418231374,0.276307504655656,4567,1,";12;15;1",0,0,FALSE,0,0,0.391594194947937,"1591"
"3869","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Germany}=>{FAULT_TYPE=TurboCharger}",0.0001163534,0.003050321,2.123206,2116,0.0006866307,0.2251011,2850,"*","*","*","Private","*","Germany","*",FALSE,934328,0.003050321,5,70570,165372,117971,1.405209514,1.91414314775152e-07,2.17072327621602,1.07328336152429e-07,42.4502085089702,0.549993400170634,454,2,-9.90214805572938e-07,-8.94169256119801e-07,-49.0042174462131,0.225101227051186,0.0904911590577344,0.225101227051186,5894,1,";13;15;1",0,0,FALSE,0,0,0.38857089289419,"3869"
"4029","TurboCharger","{MODEL=Ultima,CUSTOMER_TYPE=Private,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",4.621474e-05,0.00311172,2.165943,8885,9.578867e-06,0.00307832,1132,"Ultima","*","*","Private","*","Belgium","*",FALSE,363786,0.00311172,4,71372,164248,117810,1.405209514,7.88659384177636e-08,2.21441711645001,4.3903231260685e-08,27.4768386342271,0.546422735841517,561,3,-1.10276318193033e-06,-9.57594361011545e-07,-63.9775873209562,0.24039116630031,0.116467070011036,0.24039116630031,6591,1,";10;13;15;1",0,0,FALSE,0,0,0.387765510267504,"4029"
"3856","TurboCharger","{COUNTRY=France,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",4.490832e-06,0.003227794,2.246738,2078,0.0001864445,0.0577622,110,"*","*","*","*","*","France","SuperRural",FALSE,34079,0.003227794,5,72312,154881,113596.5,1.405209514,8.18492073243235e-09,2.29701974534169,4.62808119744019e-09,8.9818521454877,0.555683408330158,441,2,0,0,0,0,0,0,5869,1,";15;16;1",0,0,FALSE,0,0,0.387502161284924,"3856"
"4023","TurboCharger","{MODEL=Ultima,COUNTRY=Spain,GEO_TYPE=Village}=>{FAULT_TYPE=TurboCharger}",8.614233e-06,0.003060366,2.130198,8864,0.0003901353,0.1274799,211,"Ultima","*","*","*","*","Spain","Village",FALSE,68946,0.003060366,4,70060,158793,114426.5,1.405209514,1.42579036218652e-08,2.17787167643671,7.73295518077975e-09,11.6018810619897,0.532057698451314,555,3,0,0,0,0,0,0,6581,1,";10;15;16;1",0,0,FALSE,0,0,0.382357301989407,"4023"
"3861","TurboCharger","{COUNTRY=France,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",8.042672e-06,0.002666558,1.856084,2094,0.0003145116,0.1179466,197,"*","*","*","*","*","France","VeryRural",FALSE,73878,0.002666558,5,63574,156528,110051,1.405209514,1.01446121505946e-08,1.89762307572876,4.81317120615374e-09,9.15224139580191,0.462626705149485,446,2,0,0,0,0,0,0,5878,1,";15;16;1",0,0,FALSE,0,0,0.363711604339819,"3861"
"3862","TurboCharger","{DEALERSHIP=Re-Import,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",3.433445e-05,0.002553561,1.777431,2103,0.0002015142,0.07891497,841,"*","*","Re-Import","*","*","*","VeryRural",FALSE,329344,0.002553561,5,62039,162725,112382,1.405209514,3.94280166784927e-08,1.81721015589423,1.79726689947712e-08,17.5927821887412,0.443351549281018,447,2,-1.34970540876486e-07,-3.7865319979992e-08,-10.5953786106013,0.255344203643461,0.142902383998535,0.255344203643461,5884,1,";12;16;1",0,0,FALSE,0,0,0.360358689405825,"3862"
"3801","TurboCharger","{DEALERSHIP=Re-Import,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",4.801108e-05,0.002515497,1.750937,2196,0.0006139731,0.2440762,1176,"*","*","Re-Import","*","*","Belgium","*",FALSE,467502,0.002515497,5,61539,163495,112517,1.405209514,5.33061013133449e-08,1.79012238028442,2.39859882335669e-08,20.2657178881948,0.437221999571135,424,2,-1.21092456241634e-07,-3.18520007411963e-08,-7.9224429111477,0.244076220325447,0.122884755148266,0.244076220325447,5441,1,";12;15;1",0,0,FALSE,0,0,0.358720139263221,"3801"
"111","SparkPlugs","{DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,GEO_TYPE=Suburban}=>{FAULT_TYPE=SparkPlugs}",1.290094e-05,0.0004659131,1.640632,7992,4.027834e-05,0.08645032,316,"*","*","Re-Import","Corporate","*","*","Suburban",FALSE,678238,0.0004659131,4,58393,141898,100145.5,0.277887269,2.42570996418114e-09,1.6766262868991,1.00680726987269e-09,9.29040403294746,0.401598981196288,45,3,-1.92720406619358e-09,-4.40028539560299e-11,0.599695309930711,0.257430838497565,0.146675967747216,0.355058271596141,5209,1,";12;13;16;1",0,0,FALSE,0,0,0.346959600608595,"111"
"3931","TurboCharger","{DEALERSHIP=Re-Import}=>{FAULT_TYPE=TurboCharger}",0.0003513872,0.001901524,1.323575,262,Inf,Inf,8607,"*","*","Re-Import","*","*","*","*",FALSE,4526369,0.001901524,6,47854,165307,106580.5,1.405209514,1.74398557554979e-07,1.35319607578461,5.58379889747632e-08,28.1881607993425,0.299887140813879,485,1,0,0,0,0,0,0,6141,1,";12;1",0,0,FALSE,0,0,0.32243403991203,"3931"
"3790","TurboCharger","{CUSTOMER_TYPE=Corporate,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",2.85372e-05,0.002010111,1.399158,2193,0.0001991614,0.09907979,699,"*","*","*","Corporate","*","Belgium","*",FALSE,347742,0.002010111,5,50278,159822,105050,1.405209514,1.72621946862792e-08,1.43047067357103,5.26951169341692e-09,9.52243542825717,0.289392674670009,413,2,-8.0674735336236e-09,2.88510358012716e-09,3.51345749782301,0.238762933987228,0.11365130034476,0.238762933987228,5417,1,";13;15;1",0,0,FALSE,0,0,0.31945591080499,"3790"
"1370","SparkPlugs","{MODEL=Ultima,COUNTRY=Holland}=>{FAULT_TYPE=SparkPlugs}",5.47065e-06,0.0003967702,1.397157,1848,6.971972e-05,0.1757181,134,"Ultima","*","*","*","*","Holland","*",FALSE,337727,0.0003967702,5,50218,121080,85649,0.277887269,6.5036690647515e-10,1.42780992244736,1.97591665696801e-10,4.1450370851701,0.288235129632803,100,2,0,0,0,0,0,0,4248,1,";10;15;1",0,0,FALSE,0,0,0.317674475924449,"1370"
"105","SparkPlugs","{MODEL=Ultima,CUSTOMER_TYPE=Private,COUNTRY=Belgium}=>{FAULT_TYPE=SparkPlugs}",5.75643e-06,0.0003875905,1.364833,7640,8.0296e-07,0.002071671,141,"Ultima","*","*","Private","*","Belgium","*",FALSE,363786,0.0003875905,4,49085,120631,84858,0.277887269,6.3149897002533e-10,1.39477602336651,1.81433467281041e-10,3.96979824121843,0.271339330707617,41,3,0,0,0,0,0,0,5147,1,";10;13;15;1",0,0,FALSE,0,0,0.313340385408994,"105"
"1544","SparkPlugs","{DEALERSHIP=Re-Import}=>{FAULT_TYPE=SparkPlugs}",6.393312e-05,0.0003459727,1.218283,231,Inf,Inf,1566,"*","*","Re-Import","*","*","*","*",FALSE,4526369,0.0003459727,6,43951,148883,96417,0.277887269,4.35291403037472e-09,1.2450109760156,1.05081012382872e-09,8.69070872301675,0.219787515334456,111,1,0,0,0,0,0,0,4506,1,";12;1",0,0,FALSE,0,0,0.300385321218875,"1544"
"3930","TurboCharger","{CUSTOMER_TYPE=Corporate}=>{FAULT_TYPE=TurboCharger}",0.0002026998,0.001530171,1.065091,258,Inf,Inf,4965,"*","*","*","Corporate","*","*","*",FALSE,3244735,0.001530171,6,38090,161440,99765,1.405209514,2.53296682199028e-08,1.08892729856653,2.38440811328976e-09,6.00897793043416,0.0704445841915136,484,1,0,0,0,0,0,0,6137,1,";13;1",0,0,FALSE,0,0,0.262508276554991,"3930"
"3725","SparkPlugs","{CUSTOMER_TYPE=Corporate}=>{FAULT_TYPE=SparkPlugs}",3.98051e-05,0.0003004868,1.058112,227,Inf,Inf,975,"*","*","*","Corporate","*","*","*",FALSE,3244735,0.0003004868,6,37798,126769,82283.5,0.277887269,8.99576591408099e-10,1.08132625536005,7.79878740762605e-11,2.44239031245629,0.0633066522174608,402,1,0,0,0,0,0,0,4502,1,";13;1",0,0,FALSE,0,0,0.260004046398599,"3725"
"3714","SparkPlugs","{USER_CUSTOMISED=Unknown,COUNTRY=Spain}=>{FAULT_TYPE=SparkPlugs}",4.531658e-06,0.0002999214,1.056121,1862,1.285673e-05,0.042867,111,"*","*","*","*","Unknown","Spain","*",FALSE,370097,0.0002999214,5,32702,84241,58471.5,0.277887269,9.9851146019198e-11,1.07929161735006,7.44823890841852e-12,0.804229010286362,0.0539540388041372,399,2,0,0,0,0,0,0,4255,1,";14;15;1",0,0,FALSE,0,0,0.257586892679841,"3714"
"3742","SparkPlugs","{COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=SparkPlugs}",4.082575e-06,0.0002974305,1.04735,1778,1.887937e-05,0.0634749,100,"*","*","*","*","*","Spain","VeryRural",FALSE,336213,0.0002974305,5,28274,79887,54080.5,0.277887269,7.9786706299825e-11,1.07032791056002,5.31549662523199e-12,0.679875892318718,0.0458383816332166,404,2,0,0,0,0,0,0,4714,1,";15;16;1",0,0,FALSE,0,0,0.255506721627858,"3742"
"2830","SparkPlugs","{AGE=OutofWarranty}=>{FAULT_TYPE=SparkPlugs}",0.0002165806,0.0002236943,0.7877007,238,Inf,Inf,5305,"*","OutofWarranty","*","*","*","*","*",FALSE,23715401,0.0002236943,6,92,164870,82481,0.277887269,-1.17371457418014e-08,0.804982181461505,8.94147178706837e-08,-15.8337654211481,-0.894460596206947,249,1,0,0,0,0,0,0,4513,1,";11;1",0,0,FALSE,0,0,0.0261749953065719,"2830"
"2825","BreakPad","{AGE=OutofWarranty}=>{FAULT_TYPE=BreakPad}",0.0002083338,0.0002151766,0.8019798,207,Inf,Inf,5103,"*","OutofWarranty","*","*","*","*","*",FALSE,23715404,0.0002151766,6,105,164711,82408,0.266306969,-1.06521840691722e-08,0.808002136812274,7.95944346765146e-08,-15.2602187937669,-0.885901619129325,247,1,0,0,0,0,0,0,1458,1,";11;1",0,0,FALSE,0,0,0.0235976600595655,"2825"
"2827","EngineControl","{AGE=OutofWarranty}=>{FAULT_TYPE=EngineControl}",3.12317e-05,3.225752e-05,0.6168048,143,Inf,Inf,765,"*","OutofWarranty","*","*","*","*","*",FALSE,23715400,3.225752e-05,6,970,158696,79833,0.051751962,-6.088445642114e-10,0.623310088224288,1.15702878181266e-08,-13.1969589013922,-0.951304397240847,248,1,0,0,0,0,0,0,2035,1,";11;1",0,0,FALSE,0,0,0.00541369627037524,"2827"
